id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1751491183304397234,"@Diamondlssues ""Small problem. I don't want to annoy her. You on the other hand...""",https://twitter.com/BlueMirrorGem/status/1751491183304397234,tweet,Lapis Lazuli,@BlueMirrorGem,Outside Your Window,@Diamondlssues,,0,0,0,0,-,0,2024-01-28 01:23:33,,
1751490993197662494,@notbritizh annoy aberyone with my cuteness,https://twitter.com/voeutx/status/1751490993197662494,tweet,Sweetly,@voeutx,"phantasm of qian, 1999 ",@notbritizh,,0,0,0,0,3,0,2024-01-28 01:22:48,,
1751490562228908405,@mclnorris I saw it and thought it was gonna annoy me but I actually laughed at this one,https://twitter.com/Jess_maree31693/status/1751490562228908405,tweet,Jess 16+3+93 || GOING TO THE AUS GP🏁,@Jess_maree31693,Australia,@mclnorris,,0,0,0,0,5,0,2024-01-28 01:21:05,,
1751490280207831509,My dumbass would still be able to find a way to annoy someone,https://twitter.com/euphxrix/status/1751490280207831509,tweet,アネール,@euphxrix,,,,0,0,0,1,16,0,2024-01-28 01:19:58,,
1751488756820095402,"Just drove from the valley w wife.

Listened to the entire Hybrid Theory album on CD.

She didn’t speak the entire time, nor annoy me by scrolling her phone.

She sat still, and learned. 

I love her.",https://twitter.com/doggospain/status/1751488756820095402,tweet,Motor City Dan,@doggospain,New Jersey,,,0,0,1,2,72,0,2024-01-28 01:13:55,,
1751487869943009441,충전기 잊어버리지말고,https://twitter.com/annoy92/status/1751487869943009441,tweet,구비,@annoy92,,,,0,0,0,0,2,0,2024-01-28 01:10:23,,
1751487792297787723,Man if I was a female rapper I would just annoy and irritate other rappers for fun. I wouldn’t have anything against them I would just piss them off and laugh LOL ignore me I’m faded. AHAAHAA,https://twitter.com/indigojkk/status/1751487792297787723,tweet,BTS KINGS⁷,@indigojkk,BLACK/MINORS DNI,,,0,0,0,0,12,0,2024-01-28 01:10:05,,
1751487484427432049,"@RestutiorOrbis @ducktales2020 @dklmarxist Its good to annoy anyone involved in the ""confederate flag society""",https://twitter.com/chubbisbubbis/status/1751487484427432049,tweet,chub,@chubbisbubbis,,"@RestutiorOrbis,@ducktales2020,@dklmarxist",,0,0,0,0,12,0,2024-01-28 01:08:52,,
1751487254164566245,Ma annoy ako sa mga taong pa importante like paki tignan sa self kung bagay ba talaga grrrrr,https://twitter.com/kurtystarrr/status/1751487254164566245,tweet,kikø,@kurtystarrr,Cotabato City,,,0,0,0,0,6,0,2024-01-28 01:07:57,,
1751487080918667377,@kangaroos991 You spelled annoy the fuck out of wrong,https://twitter.com/MonkeyAssassin1/status/1751487080918667377,tweet,Ninja🐵Monkey,@MonkeyAssassin1,Chicago,@kangaroos991,,0,0,0,0,3,0,2024-01-28 01:07:15,,
1751487056063222198,"I still watch this video almost everybody. It's just funny. The part he said ""koni dafun awon arale iya e"" reminds me of my late grandfather. He says this every time I annoy him. 😂 😂 😂 😂",https://twitter.com/dammystic/status/1751487056063222198,tweet,Ayo-George 🇳🇬🇳🇬🇳🇬,@dammystic,Nigeria,,,0,0,0,0,20,1,2024-01-28 01:07:09,,
1751487042888810927,👯‍♂️🦞  Doris enjoyed tapping her nails on the table to annoy everyone. https://t.co/rMkCSulo7K,https://twitter.com/Andinda1112/status/1751487042888810927,tweet,Andinda,@Andinda1112,Sepatan,,,0,0,0,0,-,0,2024-01-28 01:07:06,https://pbs.twimg.com/tweet_video_thumb/GE6IKZgXIAAuaud.jpg,https://video.twimg.com/tweet_video/GE6IKZgXIAAuaud.mp4
1751487027411841199,simple minded ppl will forever annoy the shit outta me.,https://twitter.com/HOMESLICESES/status/1751487027411841199,tweet,thereal,@HOMESLICESES,gettin’ $$$,,,0,0,0,0,1,0,2024-01-28 01:07:03,,
1751486586523721749,"I see a photo of a cat and I'm like ""WHERE IS MY BOY... I NEED TO ANNOY HIM...""",https://twitter.com/sandskillet/status/1751486586523721749,tweet,Lex 🗡️💀🏳️‍🌈🏳️‍⚧️,@sandskillet," He/Him, They/Them | 🇦🇺",,,0,0,0,0,3,0,2024-01-28 01:05:17,,
1751486125363859776,"double txt me, annoy me, give me ur attention. i like that",https://twitter.com/Shaiyaaxo/status/1751486125363859776,tweet,BIGGLIZZY,@Shaiyaaxo,"Nicetown, Philadelphia",,,0,0,0,0,8,0,2024-01-28 01:03:27,,
1751486031386357874,I just know I would love reading even more with a kindle. Physical books annoy me when on the go.,https://twitter.com/Tiana_Tea/status/1751486031386357874,tweet,Dr. Lovelace,@Tiana_Tea,Cleveland,,,0,0,0,0,31,0,2024-01-28 01:03:05,,
1751484701347610883,"heya, ‘m sloane! i’m searching for some new friends to annoy when i’m not patrolling the streets at night keeping the city safe. if you are willing to apply, please leave a trace and i’ll get back to you in the dms! #krp20 

♡ DM.   ／  ↺ MUTUAL https://t.co/mvrbhFPpoy",https://twitter.com/DAGGEROFIOVE/status/1751484701347610883,tweet,sloane.,@DAGGEROFIOVE,25. SHE/HER. 3N. MDNI. NSFW.,,#krp20,0,2,1,3,151,0,2024-01-28 00:57:48,"https://pbs.twimg.com/media/GE6GDIjbgAA1_Jq.jpg,https://pbs.twimg.com/media/GE6GDIjb0AAQxno.jpg",
1751484327597076565,"The fact that i feel this at times, sometimes i feel like i annoy people when interacting with moots",https://twitter.com/MugiwaraaSly/status/1751484327597076565,tweet,Sly🐯🍉🏴‍☠️ cw: Dragon Ball,@MugiwaraaSly,Egghead Island 🥚,,,1,0,2,1,75,0,2024-01-28 00:56:19,,
1751484246814818306,@Activision  y’all need to do away with Covert Sneakers . That literally gives people the opportunity to annoy the hell out of players like me that actually have skill. There isn’t a footstep in the fucking world that quiet,https://twitter.com/saiitookuntry/status/1751484246814818306,tweet,saii🤙🏾,@saiitookuntry,"South Carolina, USA",@Activision,,0,0,0,0,2,0,2024-01-28 00:56:00,,
1751484033559674887,My bf laying down by me. “Oh baby whatever you do don’t sit on my face that would rlly annoy me. Ugh just don’t do it please I’m trying to relax that would really bother me”,https://twitter.com/lilsdrc/status/1751484033559674887,tweet,e v i e ♡,@lilsdrc,,,,0,0,0,0,6,0,2024-01-28 00:55:09,,
1751483890647126348,"@kangaroos991 Annoy, yes! Scare them, maybe a few, but no",https://twitter.com/RiderInBlack85/status/1751483890647126348,tweet,The Prince,@RiderInBlack85,"Huntington Beach, CA",@kangaroos991,,0,0,0,0,2,0,2024-01-28 00:54:35,,
1751483867913998368,@Minajawinner @NICKIMINAJ @theestallion Tweaked out and projecting just like your fav I see.  IM BORED aren’t you? it’s the internet vs barbz and we all know who’s winning now go annoy someone else https://t.co/RXsFnmargu,https://twitter.com/angelbabyinc/status/1751483867913998368,tweet,ੈ✩‧˚,@angelbabyinc,,"@Minajawinner,@NICKIMINAJ,@theestallion",,0,0,0,0,9,0,2024-01-28 00:54:29,https://pbs.twimg.com/tweet_video_thumb/GE6FSszXEAAtaE5.jpg,https://video.twimg.com/tweet_video/GE6FSszXEAAtaE5.mp4
1751483219491352887,@kangaroos991 Don’t know about republicans…you just annoy the shit out of libertarians.,https://twitter.com/Sophist11069657/status/1751483219491352887,tweet,Politically Incorrect Truths,@Sophist11069657,,@kangaroos991,,0,0,0,0,1,0,2024-01-28 00:51:55,,
1751482715889619105,"@sovereignbrah I think Redpillers are a bunch of Losers and they annoy me so i don't pay any attention to em. And frankly I'd like to see you move on as well bc i like some stuff you say, but if all your gunna do is respond to Redpill garbage then ill  be rethinking the follow i gave you.",https://twitter.com/ElderSouls37/status/1751482715889619105,tweet,Jeremy,@ElderSouls37,,@sovereignbrah,,0,0,0,1,14,0,2024-01-28 00:49:55,,
1751482016447574098,@ilsa___ boots! you annoy me one time and you’re gone like im not doing it this year 😭,https://twitter.com/milocomrade/status/1751482016447574098,tweet,myles,@milocomrade,,@ilsa___,,0,0,0,0,2,0,2024-01-28 00:47:08,,
1751481988597354568,Everybody says my trainer is mean but I’m seeing they just annoy the hell outta her w. Dumb ass questions 😂😂😂,https://twitter.com/abcdefghijKORI/status/1751481988597354568,tweet,QueenRi ♕ . . .,@abcdefghijKORI,"🎈Kansas City , Missouri . . .",,,0,0,0,0,10,0,2024-01-28 00:47:01,,
1751481944460927202,@MillieParfait I have faith that you can annoy him no matter which team you end up in.,https://twitter.com/j_wan23/status/1751481944460927202,tweet,Pinkerton 🪄🕊🎐💋💅👻🎼,@j_wan23,,@MillieParfait,,0,0,0,5,75,0,2024-01-28 00:46:51,,
1751481811069256083,"probably a bad time to tweet about it (at 11:46pm) so i'll annoy people about it another day, but me and wisteria are planning on having our ffxiv wedding on the 16th of february if anyone wants to come! we need people :-) we're on crystal/malboro!",https://twitter.com/pehabr/status/1751481811069256083,tweet,perm,@pehabr,im@s/prsk/hsr/ffxiv | she/her,,,0,0,0,0,33,0,2024-01-28 00:46:19,,
1751481763493290137,"Day 13: forgive thy neighbours vexatious behaviour 🙏

13.Vexatious
To harass, distress, annoy, tease, cause trouble, agitate, disturb or pursue issues excessively through unwanted communication.

Let’s get writing ✍️ 
#vss365 #prompt #vexatious https://t.co/T4uweQ7gyS",https://twitter.com/HERWordsUK/status/1751481763493290137,tweet,H. E. Rogers,@HERWordsUK,"Hertford, Hertfordshire. UK",,"#vss365,#prompt,#vexatious",0,0,3,17,83,0,2024-01-28 00:46:08,https://pbs.twimg.com/tweet_video_thumb/GE6DYJjX0AAmvc3.jpg,https://video.twimg.com/tweet_video/GE6DYJjX0AAmvc3.mp4
1751481692756291647,I hate when people spell “liar” like “lair” like I swear it annoy me so bad…,https://twitter.com/aaliyaahmonet/status/1751481692756291647,tweet,liyahmonet,@aaliyaahmonet,,,,0,0,0,0,8,0,2024-01-28 00:45:51,,
1751481674477580432,I pray to thee that I go to Wilson's team so I can annoy him,https://twitter.com/MillieParfait/status/1751481674477580432,tweet,Millie Parfait 🪄 NIJISANJI EN,@MillieParfait,Elira's sideboob,,,26,4,88,984,21479,8,2024-01-28 00:45:46,,
1751481583238779071,and it’s not even just me and my siblings. my parents are there for basically any who needs them. like ever. this used to kinda annoy me lol like omg isn’t there a limit??? but time and time again they make room in their life for whoever needs it,https://twitter.com/univrsw3th4rt/status/1751481583238779071,tweet,universe sweetheart 💓🌈💭,@univrsw3th4rt,EST,,,0,0,0,1,58,0,2024-01-28 00:45:25,,
1751481124621021325,@TucsonRadFemXX @curious10665 Like I said pompous pseudo intellectuals really annoy me.,https://twitter.com/VF555XX/status/1751481124621021325,tweet,𝓥𝓕555 ⚢ 💚🤍💜🤍💛🦖🦕♈️🇨🇺🇺🇸 ⚢ terf #22237,@VF555XX,"Florida, USA","@TucsonRadFemXX,@curious10665",,0,0,0,1,5,0,2024-01-28 00:43:35,,
1751480675385975217,"I have a tinfoil hat crinkling theory of Why but also I have to roll my eyes 
maybe bc I personally don't like blocking unless the person is someone I REALLY don't want to associate or interact with and just mute people that annoy me but SHRUG",https://twitter.com/GeckoIshCata/status/1751480675385975217,tweet,(( ✨Cata✨ )) @ Perpetual Brainrot State,@GeckoIshCata,,,,1,0,0,1,17,0,2024-01-28 00:41:48,,
1751480404350259712,quick reminder that the block button is always located in the three little dots next to my profile if any of my tweets bother or annoy you! i am not holding you hostage and i am not going to stop tweeting what i what so please do yourselves a favor! #peaceandlove https://t.co/qdaFtXqG8x,https://twitter.com/444NGELGRL/status/1751480404350259712,tweet,lala 🪽,@444NGELGRL,,,#peaceandlove,0,0,1,12,362,0,2024-01-28 00:40:43,https://pbs.twimg.com/tweet_video_thumb/GE6CIWsbAAAzY6S.jpg,https://video.twimg.com/tweet_video/GE6CIWsbAAAzY6S.mp4
1751480173831107046,"@Dominus_Kelvin @vuejs Woh don’t annoy me, see the number of times you’ve made me use the word “exactly” 😒",https://twitter.com/hopeeeeeee__/status/1751480173831107046,tweet,Lil miss Kuchiki,@hopeeeeeee__,My head,"@Dominus_Kelvin,@vuejs",,0,0,0,1,7,0,2024-01-28 00:39:49,,
1751480038019453250,"@HellridersPride // ಠ_ಠ I'd just love to start building. But I feel I annoy people, so... 
But I can say I don't mind people reacting to anything I write. Or interacting. 
Damn, I'm desperate to rp with ya, for example. 😂",https://twitter.com/Ckyneos/status/1751480038019453250,tweet,- 𝒯𝒽𝑒 𝒲𝒶𝓃𝒹𝑒𝓇𝑒𝓇 - 𝒦𝒽𝒶𝓇𝑜𝓃,@Ckyneos,,@HellridersPride,,1,0,0,2,50,0,2024-01-28 00:39:16,,
1751479614705160415,"@fm_magnet @ThSleepyVampire @wokeydpronouns Talking about you little bud, go annoy your seniors in HS, the only reason you should be boycotting Starbucks is because they suck and are anti union, considering they haven't done shit regarding support for Israel.",https://twitter.com/FlameCoreZero/status/1751479614705160415,tweet,FlameCore,@FlameCoreZero,(18),"@fm_magnet,@ThSleepyVampire,@wokeydpronouns",,1,0,0,0,20,0,2024-01-28 00:37:35,,
1751479486023864534,@TXCHGODDESS Oops. That was her trying to annoy another very specific blonde.,https://twitter.com/CONCEALEDHURT/status/1751479486023864534,tweet,𝐄𝐦𝐢𝐥𝐲 𝐏𝐫𝐞𝐧𝐭𝐢𝐬𝐬.,@CONCEALEDHURT,#McDimples ❀,@TXCHGODDESS,,1,0,0,1,20,0,2024-01-28 00:37:05,,
1751479429438874049,i won't annoy you guys today okay🫶miss me🫶,https://twitter.com/c00chiesavior69/status/1751479429438874049,tweet,leo valdez's long lost twin 🍉,@c00chiesavior69,,,,4,1,0,13,290,0,2024-01-28 00:36:51,,
1751479121689915465,@CaseyObrayn Gorgeous pic Casey. Love that your a conservative Patriot woman. Have a great Sunday. Stay safe. ❤️🙏🇺🇸🦅⚔️MAGA forever. FJB and his corrupt disgrace of an offspring!! Annoy a liberal. Work hard!! Play hard!! Pray hard!!,https://twitter.com/dawgpatriot710/status/1751479121689915465,tweet,Bobby D.,@dawgpatriot710,somewhere in the Carolinas,@CaseyObrayn,,0,0,0,0,2,0,2024-01-28 00:35:38,,
1751477272635216168,"someone's day and/or annoy the staff of the establishments you visit.

You were kindly asked not to film in a restaurant, and you lied right to that man's face that you would. Not only did you not realize you're so entitled, you kept asking and asking. ""Call the manager."".",https://twitter.com/mahloozer/status/1751477272635216168,tweet,Ima,@mahloozer,United States,,,1,0,0,0,8,0,2024-01-28 00:28:17,,
1751477269925597596,@AlexKalil I didn’t watch the match but I’m a wwe fan and I could image that it is better. And I really feeling like Hunter wrote this show purposely to annoy the fans. I wasted 4 hours from my life. I could watch a good film or even watch a documentary instead watching this.,https://twitter.com/KiNgRoCkStAr96/status/1751477269925597596,tweet,Selim Zaim,@KiNgRoCkStAr96,,@AlexKalil,,1,0,0,0,12,0,2024-01-28 00:28:16,,
1751476179490509237,@heejoue white twinks annoy my soul,https://twitter.com/eunbiextensions/status/1751476179490509237,tweet,♔,@eunbiextensions,gg stan ender,@heejoue,,0,0,0,0,19,0,2024-01-28 00:23:56,,
1751476156115595453,And yes I did that to annoy Korey,https://twitter.com/Chris015Town/status/1751476156115595453,tweet,Towny,@Chris015Town,518,,,0,0,0,0,18,0,2024-01-28 00:23:51,,
1751476135572173254,"And yes she WILL annoy him to hell and back until he reciprocates. What's he gonna do? Drag her to hell so they can suffer together? But hell is empty so it's just them??? 🥺🥺🥺

(Sorry)",https://twitter.com/MadmanXeNont/status/1751476135572173254,tweet,MadmanXenon👓,@MadmanXeNont,oc x canon/yumedanshi,,,0,0,0,0,4,0,2024-01-28 00:23:46,,
1751476034824991142,omg ka u never fail to annoy me,https://twitter.com/PLAYBOICHA/status/1751476034824991142,tweet,cha,@PLAYBOICHA,central perk,,,0,0,0,0,9,0,2024-01-28 00:23:22,,
1751475872488374592,"@healiia @Sakura_Mochu https://t.co/bTeZjrmF5q

That was to annoy sho, cause she hasn't come and seen me yet since I got home from work :(
What a terrible sister right ?",https://twitter.com/KairudoAkuma/status/1751475872488374592,tweet,M̷A̷D̷ ̷D̷O̷G̷ ̷K̷I̷S̷H̷I̷B̷E̷,@KairudoAkuma,#生き甲斐 ✨ #𝐈𝐊𝐈𝐆𝐀𝐈,"@healiia,@Sakura_Mochu",,2,0,0,1,24,0,2024-01-28 00:22:43,,
1751475559979438505,@Menghao97756213 @Tplayzitcool @jrichardgoodman lebron teams will always get great whistles. if you actually watch basketball you'd annoy less people,https://twitter.com/darkozap199956/status/1751475559979438505,tweet,darkozap,@darkozap199956,,"@Menghao97756213,@Tplayzitcool,@jrichardgoodman",,1,0,0,1,15,0,2024-01-28 00:21:28,,
1751475124178419925,That sagging Dey annoy me ehh😂,https://twitter.com/greattDABADASS/status/1751475124178419925,tweet,GDB$🎚,@greattDABADASS,"Port-harcourt,Nigeria. ",,,1,0,0,0,165,0,2024-01-28 00:19:45,,
1751474909782663371,@matthewdmarsden Omg where would I even start there are so many. And there are ones on the right that annoy the piss out of me too but man the left….. the left…. It’s like nothing else.,https://twitter.com/LondonBritches/status/1751474909782663371,tweet,banana slug,@LondonBritches,Up yr butt & around the corner,@matthewdmarsden,,0,0,0,0,3,0,2024-01-28 00:18:53,,
1751474901461127456,"@MarinaMedvin They get so much, yet they keep posting their annoy ads for more donors",https://twitter.com/Azuartz/status/1751474901461127456,tweet,whyLikethat,@Azuartz,,@MarinaMedvin,,0,0,0,0,1,0,2024-01-28 00:18:51,,
1751474284046791082,@Ashangelo And I annoy a funny comic by constantly reminding her of Lady Terminator,https://twitter.com/Justin1194/status/1751474284046791082,tweet,Justin,@Justin1194,"Illinois, USA",@Ashangelo,,0,0,0,0,13,0,2024-01-28 00:16:24,,
1751474119990727024,@LyricWrestling To annoy me,https://twitter.com/ShaySawyer_/status/1751474119990727024,tweet,Shay Sawyer,@ShaySawyer_,"New York, NY",@LyricWrestling,,0,0,0,0,19,0,2024-01-28 00:15:45,,
1751473978609369116,"@DamnLetyuchka Hey, I would just go ahead and Block AxisTigerStar if I were you. He deliberately goes on posts of Silver and Blaze interactions and tries to annoy people by calling them siblings and stuff. https://t.co/q0Glz7otkd",https://twitter.com/Yaboi_Gengarboi/status/1751473978609369116,tweet,Gengarboi,@Yaboi_Gengarboi,,@DamnLetyuchka,,0,0,0,0,-,0,2024-01-28 00:15:11,"https://pbs.twimg.com/media/GE58SYCaUAAOI95.jpg,https://pbs.twimg.com/media/GE58SynbYAAN8ud.jpg,https://pbs.twimg.com/media/GE58THEbMAAq5h_.jpg",
1751473736128381158,"Addressing Harassment in the Second Degree (PL 240.26(1)), the Court wrote that “a person is guilty of [this charge] when, with intent to harass, annoy, threaten or alarm another person: (1) he or she strikes, shoves, kicks, or otherwise subjects another person to physical contact, or attempts or threatens to do the same.” In this case, the Court reasoned that since defendant’s racial slurs were coupled with him spitting upon the victim (which, as noted above constitutes “physical contact”), the charge must be upheld and put before a fact finder. Therefore, the Court denied defendant’s motion as to this allegation.

Finally, the Court directed its attention to Menacing in the Third Degree (PL 120.15). A defendant is guilty of violating this statute when, “by physical menace, he or she intentionally places or attempts to place another person in fear of death, imminent serious physical injury or physical injury.” A key element in this scenario is “physical menace.” To better understand what Menacing in the Third Degree is, the Court wrote that menacing occurs when “a person who, with intent to frighten another, points a gun at him which is in fact unloaded though not known by the victim to be so” Donnino, Practice Commentary, McKinney’s Cons. Laws of N.Y., Book 39, Penal Law §120.15, at 203.",https://twitter.com/JamesHartline/status/1751473736128381158,tweet,Saint James Hartline,@JamesHartline,"San Diego, Temecula, Chicago",@ShirionOrg,,0,0,0,0,68,0,2024-01-28 00:14:14,,
1751473472532881729,@ChimaIhebuzor1 please don’t annoy me by acting oblivious again,https://twitter.com/godsandmortaIs/status/1751473472532881729,tweet,wonder.,@godsandmortaIs,avi by @jswayart,@ChimaIhebuzor1,,0,0,0,0,33,0,2024-01-28 00:13:11,,
1751473352236306465,"In New York, a defendant is guilty of Second Degree Aggravated Harassment (PL 240.30(3)) when “with intent to harass, annoy, threaten or alarm another person he or she…(3) strikes, shoves, kicks, or otherwise subjects another person to physical contact, or attempts or threatens to do the same because of the race, color, religion or national origin of such person.” The intent of this statute is to “prohibit [violent conduct] and physical intimidation based upon bigotry,” People v. Grupe, 532 N.Y.S.2d 815 (Crim. Ct., NY Cty., 1988).",https://twitter.com/JamesHartline/status/1751473352236306465,tweet,Saint James Hartline,@JamesHartline,"San Diego, Temecula, Chicago",@ShirionOrg,,0,0,0,2,115,0,2024-01-28 00:12:42,,
1751473152985797060,@LaurenWitzkeDE I’d find a way to annoy people too if I woke up every morning black.,https://twitter.com/nicacolo/status/1751473152985797060,tweet,nicacolo,@nicacolo,,@LaurenWitzkeDE,,0,0,0,0,14,0,2024-01-28 00:11:55,,
1751472968654573571,likeeee st*s fans annoy tf out of me sometimes and now i know why !,https://twitter.com/sixey3s/status/1751472968654573571,tweet,🐳,@sixey3s,,,,0,0,0,0,6,0,2024-01-28 00:11:11,,
1751472774478958713,Super Bowl in Vegas is officially booked! Best part is my sister will be there too and I get to annoy her most of the vacation 🫶🏽,https://twitter.com/celyrocks/status/1751472774478958713,tweet,Cely Taylor,@celyrocks,San antonio tx,,,0,0,0,0,15,0,2024-01-28 00:10:24,,
1751472675267203231,@_Aurelion_Sol_ 차려주는거 쳐먹을줄만 아는색기가 반찬이 짜네 다네 많네 적네 품평질을 돌림노래로 하는것이에요 ㅡㅡ,https://twitter.com/annoy92/status/1751472675267203231,tweet,구비,@annoy92,,@_Aurelion_Sol_,,0,0,0,0,3,0,2024-01-28 00:10:01,,
1751472583789187552,for me it lasts about 10 minutes and then i go back to wondering if i annoy them,https://twitter.com/sousinsix/status/1751472583789187552,tweet,sous,@sousinsix,,,,1,0,0,0,3,0,2024-01-28 00:09:39,,
1751472401278488860,"@ohwenjonez @lilmixedbean @MrsMizunderstd @Chonkita04 @LaurenWitzkeDE Nope.  White Snowboarders don't act like that on the lift with strangers.  It's rude AF.  On the slopes is a different story.  

These degenerates were purposely making a scene to annoy the White People.  They're uncivilized.",https://twitter.com/LeonidasOneTime/status/1751472401278488860,tweet,Leonidas🇺🇲🇬🇧🇮🇪,@LeonidasOneTime,,"@ohwenjonez,@lilmixedbean,@MrsMizunderstd,@Chonkita04,@LaurenWitzkeDE",,0,0,0,1,9,0,2024-01-28 00:08:55,,
1751472279010058284,"@asceticIlin @EMichaelJones1 '' These teachers of sin annoy us with Moses; we do not wish to see or hear Moses; for Moses was given to the Jews, not to us Gentiles and Christians; we have our Gospel and New Testament; they wish to make Jews of us through Moses; but they shall not"" - Martin Luther",https://twitter.com/Tituswasright81/status/1751472279010058284,tweet,Damien Williams,@Tituswasright81,"Texas, and it sucks.  ","@asceticIlin,@EMichaelJones1",,0,0,0,0,2,0,2024-01-28 00:08:26,,
1751472249469628610,"Cody is fine. But what do you do after he “finishes the story”? He’s a white meat babyface champion, like Seth, who seems to annoy people",https://twitter.com/kingajeezy/status/1751472249469628610,tweet,Jumpman,@kingajeezy,"Pennsylvania, USA",,,2,0,0,0,47,0,2024-01-28 00:08:19,,
1751472028215885960,"@cjstephens @togethxr @dawnstaley Try harder, Tiger. You might need a different target to annoy lol",https://twitter.com/TheGifKeeper/status/1751472028215885960,tweet,Really Bae Valentine,@TheGifKeeper,worldwide,"@cjstephens,@togethxr,@dawnstaley",,1,0,0,0,5,0,2024-01-28 00:07:26,,
1751471997480042928,"@Travis_in_Flint Another hack meant to annoy, provoke and disrupt President Trump's campaign to restore the nation. Dems must be terrified that they are going to be caught in all their illegal actions.",https://twitter.com/ironweed1946/status/1751471997480042928,tweet,Kansas Ironweed,@ironweed1946,Kansas,@Travis_in_Flint,,0,0,0,0,1,0,2024-01-28 00:07:19,,
1751471358742061401,"@gyneth007 @Bubblebathgirl @CollinRugg And you seem to think the only solution is playing hero and just as likely getting yourself killed? That's not going to stop them at all, it's just going to annoy them",https://twitter.com/muichimotsu/status/1751471358742061401,tweet,JCowan(Kyouka Suigetsu-Reflective Reviews),@muichimotsu,,"@gyneth007,@Bubblebathgirl,@CollinRugg",,1,0,0,0,3,0,2024-01-28 00:04:47,,
1751471021218300323,"@JaneCaro Do they hatch in hot weather and then swarm to annoy everyone, like fleas or cockroaches...🤨😠😡 Disgusting, cowardly scum‼️ https://t.co/rQ8kUdUHUy",https://twitter.com/edumak8/status/1751471021218300323,tweet,BiBi,@edumak8,Brisbane - Jagera Country,@JaneCaro,,0,0,0,0,7,0,2024-01-28 00:03:26,https://pbs.twimg.com/tweet_video_thumb/GE55mjpbAAAjbDB.jpg,https://video.twimg.com/tweet_video/GE55mjpbAAAjbDB.mp4
1751470839382564876,@MatrixOne1999 I've asked him to unblock you so you can annoy him some more 😂 https://t.co/JLsEopTfZ0,https://twitter.com/Skye95The50709/status/1751470839382564876,tweet,CrackTheSkye95,@Skye95The50709,.,@MatrixOne1999,,0,0,0,1,5,0,2024-01-28 00:02:43,https://pbs.twimg.com/media/GE55WjaaoAA9Ul8.jpg,
1751470634062979246,"btw, ni gua jb in sape aje wkwkwkkw

maap ya kalian kalau merasa annoy sama gue",https://twitter.com/mskiho/status/1751470634062979246,tweet,EJA😇,@mskiho,,,,1,0,0,0,27,0,2024-01-28 00:01:54,,
1751470622239273444,@_Aurelion_Sol_ 원가족에 포함된 한남색기가요ㅠㅅㅠ,https://twitter.com/annoy92/status/1751470622239273444,tweet,구비,@annoy92,,@_Aurelion_Sol_,,1,0,0,0,5,0,2024-01-28 00:01:51,,
1751470344391835760,@pinkpoppussy Y’all go annoy his family members on fb and let them put his ass on punishment https://t.co/uEYIPi2NXg,https://twitter.com/iamthemfboss/status/1751470344391835760,tweet,Mikee,@iamthemfboss,Gag City,@pinkpoppussy,,0,0,0,1,17,0,2024-01-28 00:00:45,https://pbs.twimg.com/tweet_video_thumb/GE54-6FbgAA4R9Q.jpg,https://video.twimg.com/tweet_video/GE54-6FbgAA4R9Q.mp4
1751470344282554545,"@NBluetail Honestly, atleast to me, just kids on the internet annoy me. I don’t think they should be on here, to much information for them and to many Minecraft YouTubers trying to talk to them.",https://twitter.com/whyd0id0whatid0/status/1751470344282554545,tweet,why? - (Todd Enjoyer),@whyd0id0whatid0,Procreate / Clip Studio Paint,@NBluetail,,0,0,0,1,12,0,2024-01-28 00:00:45,,
1751470207196135842,I love Olivia but her lips annoy me so much,https://twitter.com/smuhoes/status/1751470207196135842,tweet,☆_☆,@smuhoes,777,,,1,0,0,0,278,0,2024-01-28 00:00:12,,
1751469453533954457,Popping party poppers to annoy my friend tonight's steam cconfetti paper everywhere https://t.co/4LKukjLl4o,https://twitter.com/Adachi9119/status/1751469453533954457,tweet,🌸 Adachi ❄️☃️,@Adachi9119,United States,,,0,0,0,0,4,0,2024-01-27 23:57:13,https://pbs.twimg.com/media/GE54LQyWIAAzO_I.jpg,
1751469363776143466,"@VividVoid_ It's 2024, don't let the vague notion of the subconscious tell you what to do. Don't ever let a psychologist annoy you like that.",https://twitter.com/_asmodai/status/1751469363776143466,tweet,Valenteen,@_asmodai,,@VividVoid_,,0,0,0,0,5,0,2024-01-27 23:56:51,,
1751469257848955370,"@tanyarlfes Dia sibuk ngasih tau, tp dy annoy sm story lu ttg nyokap. Sederhananya kenapa g dy mute sendiri aja story km nder 😐 mungkin dy blm ada di dlm tahap, I lose someone I love so much 🙂 doain aja biar tmn kamu yg bnyk di tongkrongan itu g ngalamin depress yg sama.",https://twitter.com/ryleemh_/status/1751469257848955370,tweet,HOp 。 🐖⃢🦧⃢🦦⃢🐋⃢🥟,@ryleemh_,インドネシア,@tanyarlfes,,0,0,0,0,7,0,2024-01-27 23:56:26,,
1751469214760603722,@snafdimlow Aye and in-between I'll annoy as many leftwing fuckers as possible 🤗,https://twitter.com/Dazmeister39/status/1751469214760603722,tweet,Darren,@Dazmeister39,"Cumbria ",@snafdimlow,,0,0,0,1,4,0,2024-01-27 23:56:16,,
